timestamp,x_pos,y_pos,z_pos,qw,qx,qy,qz,raw_yaw_rad,corrected_yaw_rad,raw_yaw_deg,corrected_yaw_deg
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07194,-3.07194,-176.009,-176.009
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07224,-3.07224,-176.026,-176.026
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07261,-3.07261,-176.048,-176.048
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07288,-3.07288,-176.063,-176.063
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07295,-3.07295,-176.067,-176.067
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07267,-3.07267,-176.051,-176.051
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07244,-3.07244,-176.038,-176.038
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07284,-3.07284,-176.061,-176.061
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07266,-3.07266,-176.05,-176.05
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07248,-3.07248,-176.04,-176.04
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07396,-3.07396,-176.125,-176.125
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07383,-3.07383,-176.118,-176.118
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07225,-3.07225,-176.027,-176.027
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07265,-3.07265,-176.05,-176.05
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07289,-3.07289,-176.064,-176.064
2025-03-03 18:26:39,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07217,-3.07217,-176.023,-176.023
2025-03-03 18:26:39,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07381,-3.07381,-176.116,-176.116
